n.identity,n.properties.languages,n.properties.year,n.properties.imdbId,n.properties.runtime,n.properties.imdbRating,n.properties.movieId,n.properties.countries,n.properties.imdbVotes,n.properties.title,n.properties.url,n.properties.revenue,n.properties.tmdbId,n.properties.plot,n.properties.poster,n.properties.released,n.properties.budget
7262,['English'],2009.0,0870984,108.0,6.6,69134,"['Denmark', ' Germany', ' France', ' Sweden', ' Italy', ' Poland']",85159.0,Antichrist,https://themoviedb.org/movie/17609,791867.0,17609,"A grieving couple retreat to their cabin in the woods, hoping to repair their broken hearts and troubled marriage. But nature takes its course and things go from bad to worse.",https://image.tmdb.org/t/p/w440_and_h660_face/ge7zbYvpfsDP3luKi0iSpzOgncM.jpg,2009-05-20,11000000.0
7263,['German'],1980.0,0080196,910.0,8.8,69241,"['West Germany', ' Italy']",2932.0,Berlin Alexanderplatz,https://themoviedb.org/movie/45560,,45560,"In late-1920s Berlin, Franz Biberkopf is released from prison and vows to go straight; however he soon finds himself embroiled in the city's criminal underworld.",https://image.tmdb.org/t/p/w440_and_h660_face/6v4YHcFArQhSAzIMkaeGbuLeRYA.jpg,1983-08-10,
7264,"['English', ' Spanish']",2009.0,1095174,97.0,5.6,69253,"['USA', ' Canada']",16964.0,New in Town,https://themoviedb.org/movie/14536,29010817.0,14536,A Miami businesswoman adjusts to her new life in a tiny Minnesota town.,https://image.tmdb.org/t/p/w440_and_h660_face/3U3kMzGkIeoxyw15tPaIbkXhjts.jpg,2009-01-30,8000000.0
7265,['Norwegian'],2009.0,1278340,91.0,6.4,69275,['Norway'],53299.0,Dead Snow (Død snø),https://themoviedb.org/movie/14451,1984662.0,14451,"A ski vacation turns horrific for a group of medical students, as they find themselves confronted by an unimaginable menace: Nazi zombies.",https://image.tmdb.org/t/p/w440_and_h660_face/u0M5TxAl9Kmuzf6awElmP7Ue0L.jpg,2009-01-09,800000.0
7266,['English'],2009.0,0457400,102.0,5.3,69278,['USA'],50813.0,Land of the Lost,https://themoviedb.org/movie/18162,68688831.0,18162,"On his latest expedition, Dr. Rick Marshall is sucked into a space-time vortex alongside his research assistant and a redneck survivalist. In this alternate universe, the trio make friends with a primate named Chaka, their only ally in a world full of dinosaurs and other fantastic creatures.",https://image.tmdb.org/t/p/w440_and_h660_face/nSAxsfzol1xFpzUGXDleo54OozK.jpg,2009-06-05,100000000.0
7267,['English'],2008.0,1059905,87.0,5.4,69280,['USA'],4553.0,"Clique, The",https://themoviedb.org/movie/34482,,34482,A young girl tries to fit in with a clique of popular middle school girls after moving into the guest house of one of their homes.,https://image.tmdb.org/t/p/w440_and_h660_face/f8h9WF7l5vLWI6OU5nmIRKx6QJ0.jpg,2008-11-11,
7268,['English'],2009.0,1111422,106.0,6.4,69306,"['USA', ' UK']",145844.0,"Taking of Pelham 1 2 3, The",https://themoviedb.org/movie/18487,150166126.0,18487,"Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",https://image.tmdb.org/t/p/w440_and_h660_face/bNbyjzhzJVadpWIQPb57ddWWdWI.jpg,2009-06-12,100000000.0
7269,['English'],2009.0,1041829,108.0,6.7,69406,['USA'],218277.0,"Proposal, The",https://themoviedb.org/movie/18240,317375031.0,18240,A pushy boss (Sandra Bullock) forces her young assistant (Ryan Reynolds) to marry her in order to keep her Visa status in the U.S. and avoid deportation to Canada.,https://image.tmdb.org/t/p/w440_and_h660_face/3llEDAKXexgVpSqiK17BS4wtJhC.jpg,2009-06-19,40000000.0
7270,['English'],2009.0,1045778,97.0,4.9,69436,['USA'],75330.0,Year One,https://themoviedb.org/movie/17610,62357900.0,17610,"After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom.",https://image.tmdb.org/t/p/w440_and_h660_face/thbOE3y9cXqRIeGYSyPP0nYFGz5.jpg,2009-06-19,60000000.0
7271,['English'],2008.0,1032821,90.0,7.6,69458,"['USA', ' France']",10530.0,Tyson,https://themoviedb.org/movie/8940,,8940,A mixture of original interviews and archival footage and photographs sheds light on the life experiences of Mike Tyson.,https://image.tmdb.org/t/p/w440_and_h660_face/ektR7eqmndjaYlYPciy4tJfrgh7.jpg,2009-05-15,
7272,"['English', ' Arabic']",2008.0,0887912,131.0,7.6,69481,['USA'],319537.0,"Hurt Locker, The",https://themoviedb.org/movie/12162,49230772.0,12162,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",https://image.tmdb.org/t/p/w440_and_h660_face/8SwjvOchYljr7tSKpNeHjpyPbg5.jpg,2009-07-31,15000000.0
7273,['English'],2007.0,0910847,95.0,6.9,69495,['Canada'],2389.0,Breakfast with Scot,https://themoviedb.org/movie/16240,,16240,"The hockey career of former Toronto Maple Leaf Eric McNally, who was known as a tough enforcer, came to an end with a shoulder injury. He is now a sportscaster. Except to his assistant Nula...",https://image.tmdb.org/t/p/w440_and_h660_face/pR8UyyKc2WguvUsB53UWhzNHjX1.jpg,2007-11-16,
7274,"['English', ' Spanish', ' Arabic', ' French', ' Japanese']",2009.0,1135092,116.0,6.2,69516,"['USA', ' Japan']",15404.0,"Limits of Control, The",https://themoviedb.org/movie/8284,,8284,"The story of a mysterious loner, a stranger in the process of completing a criminal job.",https://image.tmdb.org/t/p/w440_and_h660_face/ARgQZX93ZyQjwskgJprK4CKgIK.jpg,2009-09-19,
7275,['English'],1989.0,0772251,100.0,8.5,69524,['USA'],337.0,Raiders of the Lost Ark: The Adaptation,https://themoviedb.org/movie/62128,,62128,"A shot-for-shot remake of Raiders of the Lost Ark (1981), started by three 12-year-olds and completed over a period of six years.",https://image.tmdb.org/t/p/w440_and_h660_face/r5sTO7GdavGPHD6Vxmsz8cYVis7.jpg,1989-08-12,5000.0
7276,"['English', ' Spanish']",2009.0,1055369,150.0,6.0,69526,['USA'],313639.0,Transformers: Revenge of the Fallen,https://themoviedb.org/movie/8373,836303693.0,8373,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",https://image.tmdb.org/t/p/w440_and_h660_face/lU6u7gNbUEkclmQpFH3Gqp3J2a1.jpg,2009-06-24,200000000.0
7277,"['French', ' English', ' Russian', ' Spanish', ' German']",2009.0,1014762,120.0,8.6,69529,['France'],18174.0,Home,https://themoviedb.org/movie/62320,,62320,"With aerial footage from fifty-four countries, 'Home' is a depiction of how Earth's problems are all interlinked.",https://image.tmdb.org/t/p/w440_and_h660_face/4RT9qiWzHe880FnVH5RtxDAobFs.jpg,2009-06-05,
7278,['English'],1950.0,0041368,100.0,7.0,69559,['USA'],1206.0,"File on Thelma Jordan, The",https://themoviedb.org/movie/35404,,35404,"The Assistant DA falls for mysterious Thelma when she seeks help solving robberies of her aunt's estate. He is suspicious of her, but weakened as he is love-stuck.",https://image.tmdb.org/t/p/w440_and_h660_face/sPGWc8F0IolxlpfSuOJ8AcvKQLg.jpg,1950-01-18,
7279,['English'],2009.0,1178663,92.0,7.2,69604,"['USA', ' France']",57453.0,Whatever Works,https://themoviedb.org/movie/19265,35097815.0,19265,"A middle-aged, misanthropic divorcée from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl.",https://image.tmdb.org/t/p/w440_and_h660_face/7yMpnI8cxlcFdFGcjlNY134NMlH.jpg,2009-07-03,15000000.0
7280,['English'],2009.0,0821640,100.0,5.7,69606,['USA'],65642.0,Ghosts of Girlfriends Past,https://themoviedb.org/movie/12556,102223269.0,12556,"While attending his brother's wedding, a serial womanizer is haunted by the ghosts of his past girlfriends.",https://image.tmdb.org/t/p/w440_and_h660_face/yNn5NjNQF8m7w05Jqk2kEW2XOfU.jpg,2009-05-01,
7281,['English'],2009.0,1152836,140.0,7.0,69640,"['USA', ' Japan']",225603.0,Public Enemies,https://themoviedb.org/movie/11322,214104620.0,11322,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",https://image.tmdb.org/t/p/w440_and_h660_face/3KgtekisQBrHRsm2cD5UOB6Ce3k.jpg,2009-07-01,80000000.0
7282,['English'],2009.0,1080016,94.0,7.0,69644,['USA'],158655.0,Ice Age: Dawn of the Dinosaurs,https://themoviedb.org/movie/8355,886686817.0,8355,"When Sid's attempt to adopt three dinosaur eggs gets him abducted by their real mother to an underground lost world, his friends attempt to rescue him.",https://image.tmdb.org/t/p/w440_and_h660_face/cXOLaxcNjNAYmEx1trZxOTKhK3Q.jpg,2009-07-01,90000000.0
7283,['English'],2009.0,1131748,89.0,8.0,69654,['USA'],15014.0,Prison Break: The Final Break,https://themoviedb.org/movie/176241,,176241,"Michael and Sara wed, but the happiness is short lived when the Feds apprehend her for the murder of Michael's mother, Christina. Once a hit is ordered on Sara, the team reunite to break out an increasing vulnerable Sara.",https://image.tmdb.org/t/p/w440_and_h660_face/h1QRyGuWVXM4Cr3FyPISSjMCBkA.jpg,2009-07-21,
7284,['English'],2002.0,0285627,90.0,8.2,69685,"['USA', ' South Korea']",2323.0,Daria: Is It College Yet?,https://themoviedb.org/movie/24232,,24232,"Daria, Jane, and the rest of the Lawndale High seniors face graduation and college in this series finale TV-movie from MTV's Daria.",https://image.tmdb.org/t/p/w440_and_h660_face/suy8pzVzf3n8Tj2cUdtJOCTAvIY.jpg,2002-01-21,
7285,"['English', ' Croatian']",2009.0,1078588,109.0,7.4,69712,['USA'],71841.0,My Sister's Keeper,https://themoviedb.org/movie/10024,95714875.0,10024,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,https://image.tmdb.org/t/p/w440_and_h660_face/atRGqnG7pe0hZP97RWDLrT2hRGZ.jpg,2009-06-26,30000000.0
7286,['English'],2006.0,0475298,84.0,4.1,69720,['USA'],2396.0,Hood of Horror,https://themoviedb.org/movie/15423,25900.0,15423,A hip hop horror anthology of three tales of terror told by the Hound of Hell that revolve around the residents of an inner-city neighborhood whose actions determine where they will go in the afterlife.,https://image.tmdb.org/t/p/w440_and_h660_face/98abrZgWTnGP0noaY2Cli7SNhVb.jpg,2007-12-12,5000000.0
7287,['English'],2009.0,1295071,26.0,7.1,69746,['USA'],4472.0,Watchmen: Tales of the Black Freighter,https://themoviedb.org/movie/16440,,16440,"A mariner survives an attack from the dreaded pirates of the Black Freighter, but his struggle to return home to warn it has a horrific cost.",https://image.tmdb.org/t/p/w440_and_h660_face/vpZNACLrZC7EeZc0iCpnCsewZEO.jpg,2009-03-24,
7288,"['English', ' French', ' Swedish']",2009.0,1022603,95.0,7.8,69757,['USA'],363490.0,(500) Days of Summer,https://themoviedb.org/movie/19913,60722734.0,19913,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",https://image.tmdb.org/t/p/w440_and_h660_face/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg,2009-08-07,7500000.0
7289,['Persian'],1994.0,0111845,103.0,7.8,69761,"['France', ' Iran']",3392.0,Through the Olive Trees (Zire darakhatan zeyton),https://themoviedb.org/movie/47104,,47104,"The movie focuses on one of the events in Zendegi Edame Darad (1992), and explores the relationship between the movie director, and the actors. The local actors play a couple who got ...",https://image.tmdb.org/t/p/w440_and_h660_face/xcwCF0YTyAOMrVLgXHjvPP0gGbh.jpg,1995-01-25,
7290,"['English', ' German']",2009.0,0889583,81.0,5.9,69784,['USA'],116252.0,Brüno (Bruno),https://themoviedb.org/movie/18480,,18480,Flamboyant and gay Austrian Brüno looks for new fame in America.,https://image.tmdb.org/t/p/w440_and_h660_face/knZ9McSsLHYiVWr7R45FWJHDK08.jpg,2009-07-10,42000000.0
7291,['English'],2008.0,1146438,90.0,6.5,69805,['USA'],8886.0,"Librarian, The: The Curse of the Judas Chalice",https://themoviedb.org/movie/14728,,14728,"After retrieving the philosopher's stone at an auction but losing his girlfriend, The Librarian Flynn Carsen has a breakdown. Charlene and Judson ask him to spend some time on vacation. ...",https://image.tmdb.org/t/p/w440_and_h660_face/dNb7NiMtRdjTKeXVRrGcTQXgpEM.jpg,2008-12-07,
7292,['English'],1994.0,0110490,102.0,5.7,69821,"['USA', ' Spain']",2880.0,Men of War,https://themoviedb.org/movie/38940,,38940,A former Special Ops soldier leads a group of mercenaries to an island in the South China Sea: their mission is obtain the rights to the unusual treasure that the island beholds.,https://image.tmdb.org/t/p/w440_and_h660_face/puXuwaIU0lqTq6VGxOsXx0j716A.jpg,1995-05-12,
7293,['English'],2009.0,0417741,153.0,7.5,69844,"['UK', ' USA']",307790.0,Harry Potter and the Half-Blood Prince,https://themoviedb.org/movie/767,933959197.0,767,"As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as the property of the Half-Blood Prince and begins to learn more about Lord Voldemort's dark past.",https://image.tmdb.org/t/p/w440_and_h660_face/Ag21otqbeynZPGjEbzyr3X5Us0j.jpg,2009-07-15,250000000.0
7294,['English'],1977.0,0075572,60.0,8.5,69849,['USA'],10157.0,Roots,https://themoviedb.org/movie/67479,,67479,A dramatization of author Alex Haley's family line from ancestor Kunta Kinte's enslavement to his descendants' liberation.,,1977-01-23,
7295,['English'],1966.0,0060479,150.0,6.7,69908,['USA'],940.0,"Group, The",https://themoviedb.org/movie/84278,,84278,"It's 1933, and eight young women are friends and members of the upper- class group at a private girl's school, about to graduate and start their own lives. The film documents the years ...",https://image.tmdb.org/t/p/w440_and_h660_face/sdi14MruD5SJEAxmJisPwE3ZJNI.jpg,1966-03-04,
7296,['English'],1955.0,0046969,73.0,5.3,69945,['USA'],822.0,"Fast and the Furious, The",https://themoviedb.org/movie/20174,250000.0,20174,"A man wrongly imprisoned for murder breaks out of jail. He wants to clear his name, but with the police pursuing him, he's forced to take a beautiful young woman, driving a fast sports car,...",https://image.tmdb.org/t/p/w440_and_h660_face/tm9vnOW6QY2dJo67iw1q2B4fs6y.jpg,1955-02-15,66000.0
7297,"['English', ' Russian', ' French']",2009.0,1054606,123.0,6.9,69951,"['UK', ' Canada', ' France']",124005.0,"Imaginarium of Doctor Parnassus, The",https://themoviedb.org/movie/8054,64352607.0,8054,A traveling theater company gives its audience much more than they were expecting.,https://image.tmdb.org/t/p/w440_and_h660_face/pp5uTb1CTxDiszKdK8S61hl5m21.jpg,2010-01-08,30000000.0
7298,['Spanish'],2008.0,0896927,95.0,6.1,69974,['Spain'],2793.0,Shiver (Eskalofrío),https://themoviedb.org/movie/30713,,30713,"Santi, a young high-school student with a serious physical reaction to sunlight, is forced by his health to move with his single mother to a shadowy, isolated village in the mountains of ...",https://image.tmdb.org/t/p/w440_and_h660_face/mDwh6cUbDMN0jIBmyHpmMag1g5a.jpg,2008-07-18,
7299,['English'],1934.0,0024805,52.0,5.1,70121,['USA'],632.0,'Neath the Arizona Skies,https://themoviedb.org/movie/53830,,53830,"Chris Morrell, the guardian of half-Indian girl Nina, is helping her find her missing white father. so she can cash in on her late mother's oil lease. Outlaw Sam Black is after the girl and...",https://image.tmdb.org/t/p/w440_and_h660_face/kFCQBUgGzvmvRO3wPJ65IOVJAEj.jpg,1934-12-05,
7300,"['English', ' American Sign Language', ' Estonian']",2009.0,1148204,123.0,7.0,70159,"['USA', ' Canada', ' Germany', ' France']",133413.0,Orphan,https://themoviedb.org/movie/21208,77912251.0,21208,A husband and wife who recently lost their baby adopt a 9-year-old girl who is not nearly as innocent as she claims to be.,https://image.tmdb.org/t/p/w440_and_h660_face/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg,2009-07-24,20000000.0
7301,['English'],2009.0,1142988,96.0,6.5,70183,['USA'],158571.0,"Ugly Truth, The",https://themoviedb.org/movie/20943,321682600.0,20943,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ...,https://image.tmdb.org/t/p/w440_and_h660_face/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg,2009-07-24,38000000.0
7302,['English'],1960.0,0054476,110.0,7.8,70188,['USA'],3129.0,Wild River,https://themoviedb.org/movie/82311,,82311,A TVA bureaucrat comes to the river to do what none of his predecessors have been able to do - evict a stubborn octogenarian from her island before the rising waters engulf her.,https://image.tmdb.org/t/p/w440_and_h660_face/AfwbHDtdt4kdbscLlnFTZloEvis.jpg,1960-05-01,
7303,['English'],1988.0,0095302,110.0,7.6,70201,['UK'],2666.0,High Hopes,https://themoviedb.org/movie/47870,1192322.0,47870,"Slice-of-life look at a sweet working-class couple in London, Shirley and Cyril, his mother, who's aging quickly and becoming forgetful, mum's ghastly upper-middle-class neighbors, and ...",https://image.tmdb.org/t/p/w440_and_h660_face/4IB9PYtaXiFTIyJHe1rXKPIQrey.jpg,1989-02-24,
7304,['English'],2009.0,0775552,86.0,5.4,70282,"['USA', ' Canada']",16074.0,Aliens in the Attic,https://themoviedb.org/movie/20856,57881056.0,20856,A group of kids must protect their vacation home from invading aliens.,https://image.tmdb.org/t/p/w440_and_h660_face/9GTPGHz7Z72yMgZpO4xruHgmSuk.jpg,2009-07-31,45000000.0
7305,"['English', ' Nyanja', ' Afrikaans', ' Zulu', ' Xhosa', ' Southern Sotho']",2009.0,1136608,112.0,8.0,70286,"['USA', ' New Zealand', ' Canada', ' South Africa']",517074.0,District 9,https://themoviedb.org/movie/17654,210819611.0,17654,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,https://image.tmdb.org/t/p/w440_and_h660_face/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,2009-08-14,30000000.0
